Frame,Frame Time,YMIN,YLOW,YAVG,YHIGH,YMAX,UMIN,ULOW,UAVG,UHIGH,UMAX,VMIN,VLOW,VAVG,VHIGH,VMAX,VDIF,UDIF,YDIF,SATMIN,SATLOW,SATAVG,SATHIGH,SATMAX,HUEMED,HUEAVG,TOUT,VREP,BRNG,VBITDEPTH,UBITDEPTH,YBITDEPTH,psnr mse v,psnr mse u,psnr mse y,psnr psnr v,psnr psnr u,psnr psnr y,psnr mse avg,psnr psnr avg
96,3.1698365,4,131,309.775,609,913,421,496,504.806,512,577,438,500,508.07,514,547,3.28185,4.84022,11.2559,0,2,9.63789,21,97,72,90.7512,0.025071,0,0.015498,10,10,10,18.622541,44.082977,2506.059326,47.497124,43.754803,26.2076,1268.706055,29.163902
97,3.2032032,4,132,309.838,608,925,422,496,504.878,512,532,475,499,507.843,514,549,3.24227,4.72517,12.7618,0,2,9.67876,21,96,71,89.5516,0.0238,0,0.015486,10,10,10,18.895725,43.431503,2271.738525,47.433876,43.819466,26.63393,1151.45105,29.585058
98,3.2365699,4,133,310.239,607,927,418,496,505.018,512,549,474,498,507.675,514,548,3.37985,4.86716,14.4474,0,2,9.70733,21,99,71,89.0988,0.017061,0,0.015535,10,10,10,19.113901,43.384476,4135.292969,47.384018,43.824169,24.03245,2083.27124,27.010056
99,3.2699366,4,134,311.99,610,939,422,496,505.084,512,557,479,498,507.591,513,549,3.33074,4.7463,20.3992,0,2,9.69669,21,95,71,88.8448,0.017887,0,0.015538,10,10,10,19.435219,44.249977,3926.19751,47.311619,43.73838,24.257792,1979.02002,27.233011
100,3.3033033,4,134,312.623,613,928,422,496,505.022,512,574,478,498,507.602,513,549,3.34247,4.78965,16.2838,0,2,9.73232,21,93,71,89.1246,0.020625,0,0.015389,10,10,10,19.141016,41.943977,3509.960693,47.377865,43.970818,24.74449,1770.251587,27.717163
101,3.33667,4,134,312.129,612,929,420,496,504.795,512,533,478,499,507.704,514,546,3.28113,4.75018,11.8378,0,2,9.82458,21,94,71,88.3076,0.022188,0,0.015444,10,10,10,19.479858,40.394535,2648.928955,47.301655,44.134285,25.96681,1339.433105,28.928303
102,3.3700367,4,133,310.257,607,935,420,496,504.974,512,536,470,499,507.607,513,548,3.34898,4.78317,15.3382,0,2,9.72181,20,97,69,87.4002,0.021099,0,0.015426,10,10,10,18.129652,40.662334,1716.323975,47.613617,44.105591,27.851521,872.859985,30.788067
103,3.4034034,4,132,309.456,608,937,422,496,504.945,512,578,461,499,507.807,514,547,3.31524,4.8186,13.6082,0,2,9.66974,20,93,71,88.7437,0.022934,0,0.015472,10,10,10,18.540237,41.992352,3154.581299,47.516361,43.965809,25.208096,1592.423828,28.176926
104,3.4367701,4,132,310.852,611,933,422,496,504.709,512,533,476,499,507.795,514,548,3.33138,4.8747,12.6078,0,2,9.84875,21,94,71,88.298,0.021753,0,0.015429,10,10,10,18.914711,42.024315,3417.541992,47.429516,43.962505,24.860374,1724.005737,27.832127
105,3.4701368,4,132,310.995,612,936,422,496,504.787,512,533,478,499,507.657,513,550,3.2955,4.85444,11.6361,0,2,9.85883,21,93,71,87.4898,0.023694,0,0.015449,10,10,10,19.623549,43.623684,3205.51123,47.269737,43.800289,25.13854,1618.567383,28.106205
106,3.5035035,4,133,310.688,611,934,425,497,505.11,512,557,478,498,507.582,514,549,3.3192,4.83723,14.4073,0,2,9.73268,21,91,71,89.5749,0.024217,0,0.015449,10,10,10,19.676645,41.785095,3025.217529,47.258003,43.987297,25.389946,1527.974243,28.356352
107,3.5368702,4,133,310.62,611,930,417,497,505.269,512,534,478,498,507.734,514,553,3.34165,4.78859,14.7574,0,2,9.53448,21,99,71,90.7871,0.023623,0,0.015412,10,10,10,18.541723,41.395657,2499.94043,47.51601,44.027966,26.218216,1264.95459,29.176764
108,3.5702369,4,132,310.571,611,929,423,497,505.34,512,542,474,499,507.74,514,558,3.32441,4.78226,11.711,0,2,9.47395,20,93,71,90.9929,0.02051,0,0.015429,10,10,10,18.787151,40.961384,3234.511475,47.458904,44.073765,25.099426,1632.192871,28.069798
109,3.6036036,4,133,311.069,611,939,420,497,505.331,512,534,468,498,507.673,513,548,3.28943,4.77847,15.2748,0,2,9.52748,21,96,71,91.8864,0.017393,0,0.015452,10,10,10,18.797977,42.295006,3982.251953,47.456402,43.934624,24.196226,2006.39917,27.17334
110,3.6369703,4,132,311.252,613,946,422,497,505.281,512,534,475,498,507.726,514,549,3.27306,4.72333,15.5081,0,2,9.53212,21,93,71,91.2835,0.022054,0,0.015466,10,10,10,18.230909,40.462723,2740.683105,47.589428,44.126961,25.818924,1385.014893,28.782969
111,3.670337,4,133,311.2,612,929,422,497,505.062,512,621,480,499,507.747,514,572,3.32191,4.80262,13.438,0,2,9.64023,21,124,71,88.9295,0.023543,0,0.015541,10,10,10,19.233929,45.601337,3124.590088,47.356834,43.607738,25.249582,1578.503906,28.215055
112,3.7037037,4,0,311.249,611,933,424,497,505.067,512,531,470,498,507.786,514,546,3.30222,4.82736,12.392,0,2,9.65896,21,92,71,90.9626,0.02412,0,0.015498,10,10,10,18.622988,45.02684,3245.494629,47.497021,43.6628,25.084703,1638.65979,28.052626
113,3.7370704,4,132,311.367,613,936,422,497,505.084,512,555,476,499,507.802,514,547,3.2785,4.83945,10.16,0,2,9.57277,21,94,71,89.0261,0.023788,0,0.015572,10,10,10,18.955065,45.030865,3229.950928,47.420261,43.662411,25.105553,1630.971924,28.073048
114,3.7704371,4,131,310.939,613,930,422,497,505.158,512,547,479,498,507.643,513,548,3.35574,4.88644,12.2133,0,2,9.60914,21,95,71,88.6161,0.024463,0,0.015509,10,10,10,19.007933,42.546364,3129.991455,47.408165,43.90889,25.242081,1580.384399,28.209885
115,3.8038038,4,132,310.389,612,932,423,497,505.192,512,536,466,498,507.662,513,550,3.32391,4.75342,12.8248,0,2,9.5866,20,93,71,89.3842,0.022522,0,0.015515,10,10,10,18.853739,44.007477,2314.468994,47.443539,43.762249,26.552999,1172.949829,29.504719
116,3.8371705,4,132,309.532,608,936,421,497,504.909,512,579,473,498,507.512,513,547,3.33784,4.73864,16.5526,0,2,9.82709,21,94,70,86.7248,0.022511,0,0.015486,10,10,10,18.625332,42.333172,1953.887451,47.496471,43.930706,27.288517,992.183411,30.231594
117,3.8705372,4,32,311.453,610,932,420,496,504.972,512,539,446,498,507.558,513,549,3.3173,4.75093,20.1441,0,2,9.80186,21,95,71,88.7718,0.023171,0,0.015524,10,10,10,19.689312,44.601395,3096.150635,47.255207,43.704029,25.289291,1564.147949,28.254734
118,3.9039039,4,133,312.322,613,934,422,496,504.907,512,533,474,498,507.605,513,546,3.32653,4.81431,11.7805,0,2,9.82595,21,93,71,87.6556,0.022382,0,0.015512,10,10,10,19.009922,46.046673,3609.821045,47.407711,43.565529,24.622656,1821.174683,27.593996
119,3.9372706,4,133,313.273,615,936,424,496,504.962,512,533,476,498,507.673,514,551,3.37356,4.90509,17.1378,0,2,9.76822,21,93,71,87.2052,0.018399,0,0.015332,10,10,10,18.907866,42.810345,3858.431396,47.431087,43.882027,24.333405,1944.645264,27.309109
120,3.9706373,4,133,313.412,616,929,423,496,504.768,512,536,476,498,507.653,514,546,3.3189,4.84452,14.2657,0,2,9.91141,21,93,71,88.4602,0.021676,0,0.015364,10,10,10,18.746593,44.457897,3414.29248,47.468288,43.718025,24.864506,1722.947388,27.834793
121,4.004004,4,133,313.378,617,926,420,496,504.855,512,538,478,498,507.55,514,548,3.28118,4.81718,12.4899,0,2,9.9533,22,95,71,89.6525,0.023131,0,0.015498,10,10,10,18.954653,44.051189,2485.72876,47.420353,43.757935,26.242975,1258.615845,29.19858
122,4.0373707,4,134,313.956,615,938,422,496,505.022,512,678,478,498,507.673,514,549,3.30563,4.85462,14.2969,0,2,9.80851,21,168,71,90.3548,0.018478,0,0.015501,10,10,10,18.752195,44.916862,4111.649902,47.466991,43.67342,24.057352,2071.742188,27.034155
123,4.0707374,4,135,315.563,620,936,423,496,505.08,512,539,477,498,507.561,514,547,3.33692,4.81447,19.9193,0,2,9.75047,21,94,71,89.6759,0.018699,0,0.015404,10,10,10,19.114311,42.022861,3794.133789,47.383926,43.962658,24.406385,1912.351196,27.381836
124,4.1041041,4,135,315.499,620,939,420,497,505.087,512,533,478,498,507.551,513,547,3.34538,4.8402,14.0523,0,2,9.69071,21,94,71,88.0474,0.021691,0,0.015455,10,10,10,18.648548,40.614952,3448.606201,47.491062,44.110653,24.821077,1739.119019,27.79422
125,4.1374708,4,0,314.315,617,943,418,497,505.12,512,532,476,498,507.624,514,547,3.35006,4.79476,13.8035,0,2,9.63805,21,96,71,89.1086,0.022191,0,0.015412,10,10,10,19.16007,40.438637,2384.519043,47.373543,44.129547,26.423504,1207.15918,29.379868
126,4.1708375,4,133,313.97,617,928,428,496,504.844,512,541,478,498,507.599,513,550,3.37628,4.82967,14.6534,0,2,9.82096,21,89,71,86.8691,0.022494,0,0.015421,10,10,10,18.313431,40.327126,2039.517212,47.569817,44.141541,27.10224,1034.418701,30.050549
127,4.2042042,4,133,314.195,617,931,425,496,504.806,512,529,478,498,507.537,513,559,3.37308,4.84171,12.9862,0,2,9.9464,21,90,71,88.0135,0.022825,0,0.015463,10,10,10,19.907351,42.785107,3189.52417,47.207378,43.884586,25.160254,1610.435181,28.12808
128,4.2375709,4,133,313.452,615,938,424,496,504.747,512,543,476,499,507.711,514,551,3.32395,4.7762,11.8022,0,2,9.88577,21,91,71,88.0989,0.023277,0,0.015435,10,10,10,17.775045,40.936935,3165.952881,47.699406,44.076359,25.192469,1597.654419,28.162683
129,4.2709376,4,133,313.453,615,934,424,496,505.042,512,533,476,498,507.602,514,543,3.3288,4.79592,10.6903,0,2,9.74113,21,91,71,88.9701,0.024917,0,0.015458,10,10,10,19.377298,42.415501,3117.753418,47.324581,43.922268,25.259094,1574.324951,28.226568
130,4.3043043,4,31,312.72,615,933,422,496,505.021,512,545,476,499,507.834,514,545,3.36363,4.82338,15.2532,0,2,9.64263,20,94,71,90.0716,0.0246,0,0.015484,10,10,10,18.790569,40.925755,2967.158447,47.458115,44.077545,25.474106,1498.508301,28.440922
131,4.337671,4,133,313.068,613,941,424,496,504.941,512,584,471,499,507.859,514,546,3.33488,4.80726,15.7421,0,2,9.68816,20,93,71,89.5214,0.023614,0,0.015546,10,10,10,18.266552,43.421787,2499.998047,47.580948,43.820435,26.218117,1265.421143,29.175161
132,4.3710377,4,133,313.205,613,928,422,496,504.805,512,534,477,499,507.805,514,544,3.24002,4.79108,12.9442,0,2,9.808,21,94,71,89.2666,0.021828,0,0.015512,10,10,10,18.282967,44.640728,3779.96875,47.577045,43.700199,24.42263,1905.71521,27.396933
133,4.4044044,4,133,313.981,617,930,428,496,504.826,512,587,478,499,507.902,514,544,3.27638,4.85706,14.3504,0,2,9.74858,21,89,71,89.0398,0.022134,0,0.015506,10,10,10,18.001429,45.379883,3626.945068,47.644444,43.62888,24.602102,1829.317871,27.574621
134,4.4377711,4,134,315.079,618,938,423,496,504.869,512,577,474,499,507.79,514,545,3.3124,4.92039,13.6967,0,2,9.80254,21,93,71,90.5222,0.021514,0,0.015498,10,10,10,18.711889,48.01918,3724.688477,47.476337,43.383366,24.486612,1879.026978,27.458183
135,4.4711378,4,134,315.03,618,927,424,496,504.649,512,535,476,499,507.885,514,542,3.33076,4.97413,13.2234,0,2,9.91042,21,92,71,89.1538,0.023045,0,0.015503,10,10,10,19.080122,45.446068,3315.663086,47.391701,43.622551,24.991808,1673.963135,27.960054
136,4.5045045,4,134,315.582,619,937,424,496,504.535,512,623,474,499,507.741,514,546,3.27901,4.84982,12.9975,0,2,9.99274,21,117,71,87.5541,0.024183,0,0.015489,10,10,10,18.198446,45.686787,3296.12207,47.597168,43.599606,25.017479,1664.032349,27.985895
137,4.5378712,4,133,316.618,621,929,424,496,504.31,512,550,474,498,507.543,514,544,3.36181,4.94755,11.7807,0,2,10.299,22,93,71,86.0489,0.023497,0,0.015503,10,10,10,19.686466,46.549507,3529.313721,47.255836,43.51836,24.72061,1781.21582,27.690348
138,4.5712379,4,133,316.651,622,921,428,493,503.738,512,573,476,499,507.63,514,568,3.40378,5.03664,12.2698,0,2,10.6251,22,89,71,83.4459,0.0241,0,0.015395,10,10,10,18.673719,42.689941,3142.911621,47.485203,43.894257,25.224192,1586.796631,28.192299
139,4.6046046,4,134,317.268,622,941,424,493,504.048,512,550,478,499,507.68,514,568,3.27902,4.94646,12.489,0,2,10.4393,22,91,71,86.7709,0.024217,0,0.015326,10,10,10,19.028349,45.252731,2757.461914,47.403503,43.641064,25.792418,1394.80127,28.75239
140,4.6379713,4,134,316.752,621,926,425,493,503.771,512,539,470,499,507.752,514,541,3.34425,5.04616,13.4948,0,2,10.5638,22,90,71,85.6385,0.024023,0,0.015392,10,10,10,18.328373,45.458755,2336.160889,47.566273,43.621338,26.512486,1184.027222,29.463896
141,4.671338,4,135,317.234,621,932,424,493,503.85,512,615,478,499,507.716,514,541,3.34493,5.06972,15.3635,0,2,10.542,22,104,71,85.3444,0.023217,0,0.015381,10,10,10,18.591255,45.627754,3374.529541,47.504425,43.605221,24.91538,1703.319458,27.884552
142,4.7047047,4,135,315.749,618,948,420,493,503.981,512,570,478,499,507.685,514,548,3.30208,5.01264,11.2946,0,2,10.4465,22,95,71,85.9006,0.022419,0,0.015355,10,10,10,18.479961,45.569126,3619.357178,47.530502,43.610806,24.611198,1825.690918,27.583241
143,4.7380714,4,0,317.017,621,936,422,493,503.93,512,532,480,499,507.767,514,546,3.26417,4.92482,13.859,0,2,10.435,22,94,71,85.4856,0.022542,0,0.015398,10,10,10,18.421331,42.602264,3591.083252,47.544304,43.903187,24.645258,1810.797485,27.618814
144,4.7714381,4,133,316.994,621,945,429,494,504.074,512,538,476,499,507.81,514,546,3.30589,4.91414,12.2838,0,2,10.2942,22,88,71,86.8896,0.024251,0,0.015435,10,10,10,18.783676,45.081047,2960.81958,47.459705,43.657574,25.483393,1496.375977,28.447105
145,4.8048048,4,134,316.737,620,936,424,495,504.21,512,534,475,499,507.657,514,543,3.33948,4.93413,10.5761,0,2,10.2522,22,91,71,86.0286,0.024165,0,0.015298,10,10,10,19.115501,44.900925,2847.479248,47.383656,43.674961,25.652906,1439.743652,28.61466
146,4.8381715,4,134,316.685,620,937,422,496,504.619,512,535,478,498,507.604,514,542,3.28839,4.92587,10.9325,0,2,10.0606,22,93,71,88.648,0.023443,0,0.015343,10,10,10,18.986362,44.062359,3397.340088,47.413094,43.756836,24.886122,1714.432251,27.85631
147,4.8715382,4,134,318.009,622,944,422,496,504.492,512,561,477,498,507.531,514,573,3.30653,4.88897,11.0197,0,2,10.1712,22,93,71,87.9162,0.023297,0,0.015349,10,10,10,18.68187,45.119743,3716.415771,47.483311,43.653847,24.496269,1874.158325,27.46945
148,4.9049049,4,34,319.562,624,933,423,495,504.297,512,556,474,498,507.251,513,541,3.35167,4.97682,12.0142,0,2,10.4941,23,93,71,86.7072,0.022762,0,0.015355,10,10,10,18.857887,44.700733,3673.82666,47.442581,43.694366,24.546326,1852.802979,27.51922
149,4.9382716,4,134,318.301,621,944,424,495,504.209,512,662,474,498,507.159,513,546,3.38319,5.01061,10.539,0,2,10.602,22,151,69,84.7491,0.023391,0,0.015383,10,10,10,19.16597,45.892822,3161.299316,47.372204,43.580067,25.198856,1596.914429,28.164696
150,4.9716383,4,134,317.757,620,931,428,494,504.149,512,538,478,498,507.305,514,541,3.35504,4.99487,12.6088,0,2,10.5521,22,89,71,85.5326,0.02388,0,0.015446,10,10,10,19.620508,46.143108,2541.258789,47.270409,43.556446,26.147024,1287.070312,29.10149
151,5.005005,4,134,319.086,622,936,428,494,503.951,512,534,479,498,507.261,513,542,3.40373,4.97345,12.188,0,2,10.7165,22,89,71,84.1446,0.025271,0,0.015412,10,10,10,18.966656,45.828362,2831.563965,47.417606,43.58617,25.677248,1431.980713,28.638142
152,5.0383717,4,135,321.288,625,936,428,493,503.77,512,563,478,498,507.203,513,541,3.40638,5.05801,11.6942,0,2,10.9096,23,89,71,84.8256,0.024094,0,0.015386,10,10,10,20.019045,47.686169,3281.262695,47.183079,43.413589,25.037102,1657.557739,28.002827
153,5.0717384,4,136,322.143,626,936,422,493,504.001,512,563,477,498,507.146,513,544,3.42215,5.12671,11.4418,0,2,10.7783,23,93,70,84.7076,0.024914,0,0.015372,10,10,10,19.772749,49.056412,3657.136475,47.236843,43.290554,24.566101,1845.775513,27.535725
154,5.1051051,4,135,321.41,625,941,424,492,503.77,512,536,476,498,507.064,513,543,3.3824,5.05797,10.6753,0,2,10.9597,23,92,69,84.0675,0.025137,0,0.015303,10,10,10,19.90663,48.836166,3630.489502,47.207535,43.310097,24.59786,1832.43042,27.567238
155,5.1384718,4,135,319.692,622,937,424,494,504.161,512,533,478,498,507.115,513,542,3.34926,5.01674,11.9422,0,2,10.6606,22,93,70,85.839,0.024417,0,0.015389,10,10,10,19.011728,46.687939,3054.269775,47.407295,43.505466,25.348438,1543.559692,28.312279
156,5.1718385,4,135,319.502,621,920,428,495,504.395,512,548,477,498,507.145,513,541,3.37855,4.95129,16.4161,0,2,10.5394,22,89,71,87.3755,0.016281,0,0.015389,10,10,10,19.024542,47.596375,4268.585938,47.404369,43.421772,23.894672,2150.947998,26.871214
157,5.2052052,4,135,320.937,625,923,428,495,504.353,512,536,474,498,507.26,514,545,3.38848,4.95222,17.4376,0,2,10.5,22,89,71,86.9117,0.020822,0,0.015364,10,10,10,20.663889,48.831734,3489.18457,47.045391,43.31049,24.770273,1761.966187,27.737537
158,5.2385719,4,136,321.945,626,952,424,495,504.347,512,528,478,498,507.221,513,570,3.41756,5.00215,13.0019,0,2,10.4629,22,92,70,85.7683,0.023197,0,0.015332,10,10,10,19.418644,47.190933,2897.347412,47.315323,43.458927,25.577507,1465.326172,28.53817
159,5.2719386,4,136,321.072,624,939,428,496,504.466,512,546,479,498,507.362,514,551,3.4179,4.97379,12.4544,0,2,10.3542,22,89,71,87.8111,0.023768,0,0.015312,10,10,10,20.125982,45.833069,3342.158203,47.159943,43.585724,24.957243,1687.568848,27.924898
160,5.3053053,4,136,323.39,628,930,424,496,504.635,512,546,480,498,506.995,513,541,3.43631,4.9638,13.5723,0,2,10.3464,22,92,68,85.8069,0.025034,0,0.015406,10,10,10,20.916574,45.027,3551.645264,46.992607,43.662781,24.693216,1792.308472,27.663385
161,5.338672,4,135,322.315,627,937,424,496,504.649,512,535,479,498,507.274,513,543,3.50411,5.07639,11.3724,0,2,10.2809,22,91,71,87.4902,0.023817,0,0.015381,10,10,10,20.821548,47.720463,3512.20874,47.012383,43.410465,24.741709,1773.239868,27.709837
162,5.3720387,4,134,322.294,628,937,422,495,504.206,512,546,449,498,507.212,513,542,3.49118,5.0517,12.474,0,2,10.5827,22,94,70,84.9662,0.024969,0,0.015341,10,10,10,20.142021,47.586224,3484.476318,47.156483,43.422699,24.776138,1759.170166,27.744434
163,5.4054054,4,134,322.483,628,934,424,494,504.076,512,532,478,498,507.123,513,544,3.39931,4.96411,12.4714,0,2,10.7801,22,92,71,85.5802,0.024828,0,0.015401,10,10,10,20.734625,49.324715,2757.473145,47.030552,43.266869,25.7924,1396.251465,28.747877
164,5.4387721,4,135,322.667,626,936,424,494,503.983,512,537,476,498,507.11,513,542,3.4362,5.10512,12.7281,0,2,10.8023,23,91,70,84.0423,0.0238,0,0.015312,10,10,10,20.064644,48.908367,3064.235596,47.173199,43.30368,25.334291,1549.361084,28.295986
165,5.4721388,4,135,322.476,625,935,422,492,503.757,512,533,476,498,507.139,514,609,3.42773,5.05877,14.6255,0,2,11.0313,23,97,71,84.8377,0.02426,0,0.015244,10,10,10,21.1849,46.818829,3375.533691,46.937248,43.493309,24.914089,1704.7677,27.880861
166,5.5055055,4,136,324.086,628,938,426,493,503.875,512,570,476,498,507.223,514,573,3.41837,5.06546,12.4308,0,2,10.8956,23,89,71,85.5784,0.02432,0,0.015235,10,10,10,20.37125,47.957886,3572.068115,47.107334,43.388912,24.668316,1803.116333,27.637276
167,5.5388722,4,135,323.171,627,933,424,493,503.923,512,583,476,498,507.148,513,550,3.42654,5.15516,16.2376,0,2,10.9031,23,92,71,85.8157,0.022316,0,0.015201,10,10,10,19.780441,47.166565,3892.291504,47.235153,43.46117,24.29546,1962.882446,27.26857
168,5.5722389,4,134,322.768,628,935,422,493,503.9,512,566,471,498,507.216,513,545,3.37598,5.14689,12.711,0,2,10.8712,23,94,71,85.9067,0.024423,0,0.015244,10,10,10,20.048559,48.327732,3122.764893,47.176682,43.355549,25.252119,1578.476562,28.215132
169,5.6056056,4,135,323.328,628,931,426,493,504.031,512,608,474,498,507.101,513,542,3.37419,5.00892,10.8864,0,2,10.8546,23,99,70,86.5634,0.024077,0,0.015232,10,10,10,20.4536,50.079788,2829.626953,47.089813,43.20089,25.680222,1432.446777,28.636728
170,5.6389723,4,135,323.292,628,944,422,492,503.919,512,625,476,498,507.203,514,548,3.45783,5.17038,12.0882,0,2,10.8838,23,118,71,87.1754,0.022508,0,0.015255,10,10,10,19.462288,50.170017,4019.441162,47.305573,43.193069,24.155855,2027.128662,27.1287
171,5.672339,4,135,322.438,627,940,424,492,503.746,512,534,477,498,507.319,514,545,3.41288,5.12086,15.3008,0,2,10.8983,23,93,71,85.8004,0.020533,0,0.015258,10,10,10,20.435963,49.968987,4144.501953,47.093563,43.210506,24.022789,2089.852295,26.996357
172,5.7057057,4,136,323.917,629,948,424,492,503.859,512,533,478,498,507.148,513,540,3.42619,5.14401,17.7214,0,2,10.8796,23,91,71,85.4848,0.021002,0,0.015249,10,10,10,20.763283,51.066837,3867.856445,47.024551,43.116123,24.322809,1951.885864,27.292969
173,5.7390724,4,136,323.531,628,925,424,492,503.7,512,546,418,498,507.134,513,544,3.45075,5.20728,14.5795,0,2,11.0481,23,101,71,84.5489,0.022742,0,0.015215,10,10,10,20.558481,49.516655,2502.885742,47.067604,43.25,26.213102,1268.96167,29.163029
174,5.7724391,4,136,323.036,625,942,424,493,503.817,512,569,476,498,507.081,513,540,3.44015,5.15461,18.1823,0,2,10.9921,23,93,70,84.668,0.020779,0,0.015301,10,10,10,19.837185,49.218632,1736.254883,47.222713,43.276218,27.801378,885.391418,30.72616
175,5.8058058,4,135,322.541,625,926,422,492,503.558,512,552,476,498,506.985,513,588,3.48797,5.23941,15.0836,0,2,11.2212,23,94,70,83.5955,0.022922,0,0.015218,10,10,10,22.142216,50.347645,3346.38501,46.7453,43.177723,24.951754,1691.314941,27.915268
176,5.8391725,4,136,323.326,626,926,423,492,503.451,512,576,478,498,507.329,514,541,3.51047,5.23263,12.5005,0,2,11.144,23,92,71,85.9235,0.020808,0,0.015218,10,10,10,19.80471,50.872417,4005.856445,47.229828,43.13269,24.170559,2020.597534,27.142714
177,5.8725392,4,135,323.354,628,936,422,492,503.885,512,536,470,498,507.117,513,552,3.46691,5.20228,14.6424,0,2,10.9394,23,93,71,85.4423,0.023311,0,0.015263,10,10,10,20.135117,50.052265,3643.483154,47.15797,43.203274,24.582346,1839.288452,27.551014
178,5.9059059,4,136,322.333,625,935,424,492,503.623,512,532,473,498,507.357,514,540,3.4705,5.2185,11.1205,0,2,11.0658,23,91,71,86.9842,0.024168,0,0.015218,10,10,10,20.008333,51.740479,3548.571533,47.185402,43.059208,24.696978,1792.223022,27.663591
179,5.9392726,4,136,323.825,628,928,421,493,503.973,512,544,477,498,507.269,514,544,3.44061,5.16083,11.7637,0,2,10.8373,23,94,71,87.1149,0.023883,0,0.015272,10,10,10,20.161089,48.810791,3189.630859,47.152374,43.312355,25.160109,1612.05835,28.123705
180,5.9726393,4,135,323.009,627,932,424,493,504.027,512,644,477,498,507.302,514,542,3.39989,5.13236,12.3244,0,2,10.7806,23,133,71,87.6965,0.021765,0,0.015232,10,10,10,20.272861,51.82317,3760.729736,47.128361,43.052273,24.444792,1898.388794,27.41366
181,6.006006,4,135,323.216,628,923,424,494,504.167,512,547,418,498,507.274,514,540,3.36415,5.0245,15.1871,0,2,10.7245,22,113,71,88.0537,0.023511,0,0.015209,10,10,10,20.946262,48.407944,3858.251465,46.986446,43.348347,24.333607,1946.464355,27.305048
182,6.0393727,4,135,323.491,628,924,422,493,503.858,512,578,453,498,507.257,514,544,3.46599,5.08743,12.8125,0,2,10.9347,23,92,71,86.7136,0.02426,0,0.015201,10,10,10,20.057602,49.67268,3127.719482,47.174721,43.236336,25.245235,1581.292236,28.207392
183,6.0727394,4,135,322.73,626,934,422,493,503.918,512,529,475,498,507.155,514,554,3.48005,5.12151,11.2448,0,2,10.9295,23,94,71,86.8732,0.024823,0,0.015255,10,10,10,19.963421,50.008732,3087.370117,47.195164,43.207054,25.301626,1561.178101,28.262989
184,6.1061061,4,135,322.62,625,935,424,493,503.985,512,562,476,498,506.978,513,544,3.52218,5.17691,14.5666,0,2,10.9422,23,92,70,85.5979,0.023648,0,0.015175,10,10,10,21.177847,48.868359,3544.481689,46.938694,43.307236,24.701984,1789.752441,27.669582
185,6.1394728,4,135,322.556,625,938,421,493,503.995,512,536,474,498,507.153,514,546,3.50151,5.16808,12.7563,0,2,10.8474,23,94,71,85.9307,0.023037,0,0.015255,10,10,10,20.880018,48.614586,3895.467773,47.000202,43.329845,24.291916,1965.107544,27.263649
186,6.1728395,4,135,323.873,627,931,425,493,503.944,512,562,452,498,507.349,514,541,3.49062,5.19857,13.3906,0,2,10.8007,22,91,71,88.07,0.023434,0,0.015172,10,10,10,19.783436,47.668312,3580.01416,47.234497,43.415215,24.658665,1806.869995,27.628244
187,6.2062062,4,134,323.719,628,925,428,493,504.043,512,529,478,498,507.541,514,542,3.42316,5.1828,12.0922,0,2,10.6169,22,89,71,89.0554,0.024914,0,0.015226,10,10,10,21.122873,50.235069,2992.777588,46.949982,43.187443,25.436768,1514.228271,28.395599
188,6.2395729,4,135,322.94,625,932,423,494,504.172,512,619,466,499,507.716,514,542,3.41422,5.12651,14.3424,0,2,10.4196,22,116,72,88.6141,0.021831,0,0.015246,10,10,10,19.677401,48.465351,1870.636108,47.257835,43.343201,27.477619,952.35376,30.409529
189,6.2729396,4,136,321.622,623,937,421,492,503.919,512,562,477,498,507.589,514,558,3.40287,5.15005,20.8444,0,2,10.7142,22,94,71,88.2531,0.023474,0,0.015249,10,10,10,20.132168,49.668129,2969.312744,47.158607,43.236736,25.470953,1502.106445,28.430506
190,6.3063063,4,136,323.338,625,927,423,492,503.631,512,532,477,499,507.738,514,563,3.46287,5.19271,14.4346,0,2,10.8386,23,92,74,88.3184,0.02324,0,0.015241,10,10,10,19.71566,51.77195,3739.551758,47.249401,43.056568,24.469316,1887.647827,27.438303
191,6.339673,4,136,323.595,627,944,424,492,503.639,512,543,468,499,507.684,514,542,3.43764,5.26658,14.2643,0,2,10.8186,22,91,72,87.5746,0.021611,0,0.015284,10,10,10,20.174417,50.983128,4028.261475,47.149502,43.123249,24.146336,2031.920166,27.118446
192,6.3730397,4,135,323.041,627,928,423,492,503.631,512,556,446,499,507.926,514,545,3.4362,5.19656,11.9902,0,2,10.7281,22,93,74,88.3524,0.024774,0,0.015221,10,10,10,19.924417,50.34346,2853.541992,47.203655,43.178082,25.643669,1444.338013,28.600824
193,6.4064064,4,135,322.809,626,938,424,492,503.783,512,533,478,499,507.838,514,545,3.3884,5.10885,10.7789,0,2,10.6536,22,92,74,89.1398,0.023394,0,0.015215,10,10,10,19.906275,49.544937,3509.903809,47.207611,43.24752,24.74456,1772.314697,27.712105
194,6.4397731,4,135,322.705,626,944,422,492,503.674,512,546,476,499,507.792,514,544,3.36974,5.15227,12.7248,0,2,10.7416,22,93,73,87.9851,0.01975,0,0.015201,10,10,10,19.309843,50.518475,3952.074219,47.339725,43.16301,24.229261,1993.494141,27.201363
