Spreadsheet Row Number,work_image,structure,role,work_type,work_accession_number,file_accession_number,filename,label,description,Capture date,Staff Initials,Container number ex. Box Number,folder number,Width (cm.),Height (cm.),Date (Year+Month+Day),project_job_number,Notes about album page or photo,Production Notes,Creator,Source,Copyright Notice
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0139_01_a,p0386_grea_b01_f02_0139_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0140_01_a,p0386_grea_b01_f02_0140_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0141_01_a,p0386_grea_b01_f02_0141_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0142_01_a,p0386_grea_b01_f02_0142_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0143_01_a,p0386_grea_b01_f02_0143_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0144_01_a,p0386_grea_b01_f02_0144_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0145_01_a,p0386_grea_b01_f02_0145_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0146_01_a,p0386_grea_b01_f02_0146_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0147_01_a,p0386_grea_b01_f02_0147_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0148_01_a,p0386_grea_b01_f02_0148_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0149_01_a,p0386_grea_b01_f02_0149_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0150_01_a,p0386_grea_b01_f02_0150_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0151_01_a,p0386_grea_b01_f02_0151_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0152_01_a,p0386_grea_b01_f02_0152_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0153_01_a,p0386_grea_b01_f02_0153_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0154_01_a,p0386_grea_b01_f02_0154_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0155_01_a,p0386_grea_b01_f02_0155_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0156_01_a,p0386_grea_b01_f02_0156_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0157_01_a,p0386_grea_b01_f02_0157_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0158_01_a,p0386_grea_b01_f02_0158_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0159_01_a,p0386_grea_b01_f02_0159_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0160_01_a,p0386_grea_b01_f02_0160_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0161_01_a,p0386_grea_b01_f02_0161_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0162_01_a,p0386_grea_b01_f02_0162_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0163_01_a,p0386_grea_b01_f02_0163_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0164_01_a,p0386_grea_b01_f02_0164_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0165_01_a,p0386_grea_b01_f02_0165_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0166_01_a,p0386_grea_b01_f02_0166_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0167_01_a,p0386_grea_b01_f02_0167_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0168_01_a,p0386_grea_b01_f02_0168_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0169_01_a,p0386_grea_b01_f02_0169_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0170_01_a,p0386_grea_b01_f02_0170_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0171_01_a,p0386_grea_b01_f02_0171_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0172_01_a,p0386_grea_b01_f02_0172_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0173_01_a,p0386_grea_b01_f02_0173_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0174_01_a,p0386_grea_b01_f02_0174_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0175_01_a,p0386_grea_b01_f02_0175_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0176_01_a,p0386_grea_b01_f02_0176_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0177_01_a,p0386_grea_b01_f02_0177_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0178_01_a,p0386_grea_b01_f02_0178_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0179_01_a,p0386_grea_b01_f02_0179_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0180_01_a,p0386_grea_b01_f02_0180_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0181_01_a,p0386_grea_b01_f02_0181_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0182_01_a,p0386_grea_b01_f02_0182_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0183_01_a,p0386_grea_b01_f02_0183_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0184_01_a,p0386_grea_b01_f02_0184_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0185_01_a,p0386_grea_b01_f02_0185_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0186_01_a,p0386_grea_b01_f02_0186_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0187_01_a,p0386_grea_b01_f02_0187_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0188_01_a,p0386_grea_b01_f02_0188_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0189_01_a,p0386_grea_b01_f02_0189_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0190_01_a,p0386_grea_b01_f02_0190_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0191_01_a,p0386_grea_b01_f02_0191_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0192_01_a,p0386_grea_b01_f02_0192_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0193_01_a,p0386_grea_b01_f02_0193_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0194_01_a,p0386_grea_b01_f02_0194_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0195_01_a,p0386_grea_b01_f02_0195_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0196_01_a,p0386_grea_b01_f02_0196_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0197_01_a,p0386_grea_b01_f02_0197_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0198_01_a,p0386_grea_b01_f02_0198_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0199_01_a,p0386_grea_b01_f02_0199_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0200_01_a,p0386_grea_b01_f02_0200_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0201_01_a,p0386_grea_b01_f02_0201_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0202_01_a,p0386_grea_b01_f02_0202_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0203_01_a,p0386_grea_b01_f02_0203_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0204_01_a,p0386_grea_b01_f02_0204_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0205_01_a,p0386_grea_b01_f02_0205_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0206_01_a,p0386_grea_b01_f02_0206_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0207_01_a,p0386_grea_b01_f02_0207_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0208_01_a,p0386_grea_b01_f02_0208_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0209_01_a,p0386_grea_b01_f02_0209_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0210_01_a,p0386_grea_b01_f02_0210_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0211_01_a,p0386_grea_b01_f02_0211_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0212_01_a,p0386_grea_b01_f02_0212_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0213_01_a,p0386_grea_b01_f02_0213_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0214_01_a,p0386_grea_b01_f02_0214_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0215_01_a,p0386_grea_b01_f02_0215_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0216_01_a,p0386_grea_b01_f02_0216_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0217_01_a,p0386_grea_b01_f02_0217_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0218_01_a,p0386_grea_b01_f02_0218_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0219_01_a,p0386_grea_b01_f02_0219_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0220_01_a,p0386_grea_b01_f02_0220_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0221_01_a,p0386_grea_b01_f02_0221_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0222_01_a,p0386_grea_b01_f02_0222_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0223_01_a,p0386_grea_b01_f02_0223_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0224_01_a,p0386_grea_b01_f02_0224_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0225_01_a,p0386_grea_b01_f02_0225_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0226_01_a,p0386_grea_b01_f02_0226_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0227_01_a,p0386_grea_b01_f02_0227_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0228_01_a,p0386_grea_b01_f02_0228_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0229_01_a,p0386_grea_b01_f02_0229_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0230_01_a,p0386_grea_b01_f02_0230_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0231_01_a,p0386_grea_b01_f02_0231_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0232_01_a,p0386_grea_b01_f02_0232_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0233_01_a,p0386_grea_b01_f02_0233_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0234_01_a,p0386_grea_b01_f02_0234_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0235_01_a,p0386_grea_b01_f02_0235_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0236_01_a,p0386_grea_b01_f02_0236_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0237_01_a,p0386_grea_b01_f02_0237_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0238_01_a,p0386_grea_b01_f02_0238_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0239_01_a,p0386_grea_b01_f02_0239_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0240_01_a,p0386_grea_b01_f02_0240_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0241_01_a,p0386_grea_b01_f02_0241_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0242_01_a,p0386_grea_b01_f02_0242_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0243_01_a,p0386_grea_b01_f02_0243_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0244_01_a,p0386_grea_b01_f02_0244_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0245_01_a,p0386_grea_b01_f02_0245_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0246_01_a,p0386_grea_b01_f02_0246_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0247_01_a,p0386_grea_b01_f02_0247_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0248_01_a,p0386_grea_b01_f02_0248_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0249_01_a,p0386_grea_b01_f02_0249_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0250_01_a,p0386_grea_b01_f02_0250_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0251_01_a,p0386_grea_b01_f02_0251_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0252_01_a,p0386_grea_b01_f02_0252_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0253_01_a,p0386_grea_b01_f02_0253_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0254_01_a,p0386_grea_b01_f02_0254_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0255_01_a,p0386_grea_b01_f02_0255_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0256_01_a,p0386_grea_b01_f02_0256_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0257_01_a,p0386_grea_b01_f02_0257_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0258_01_a,p0386_grea_b01_f02_0258_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0259_01_a,p0386_grea_b01_f02_0259_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0260_01_a,p0386_grea_b01_f02_0260_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0261_01_a,p0386_grea_b01_f02_0261_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0262_01_a,p0386_grea_b01_f02_0262_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0263_01_a,p0386_grea_b01_f02_0263_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0264_01_a,p0386_grea_b01_f02_0264_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0265_01_a,p0386_grea_b01_f02_0265_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0266_01_a,p0386_grea_b01_f02_0266_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0267_01_a,p0386_grea_b01_f02_0267_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0268_01_a,p0386_grea_b01_f02_0268_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0269_01_a,p0386_grea_b01_f02_0269_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0270_01_a,p0386_grea_b01_f02_0270_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0271_01_a,p0386_grea_b01_f02_0271_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0272_01_a,p0386_grea_b01_f02_0272_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0273_01_a,p0386_grea_b01_f02_0273_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0274_01_a,p0386_grea_b01_f02_0274_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0275_01_a,p0386_grea_b01_f02_0275_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0276_01_a,p0386_grea_b01_f02_0276_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0277_01_a,p0386_grea_b01_f02_0277_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0278_01_a,p0386_grea_b01_f02_0278_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0279_01_a,p0386_grea_b01_f02_0279_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0280_01_a,p0386_grea_b01_f02_0280_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0281_01_a,p0386_grea_b01_f02_0281_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0282_01_a,p0386_grea_b01_f02_0282_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0283_01_a,p0386_grea_b01_f02_0283_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0284_01_a,p0386_grea_b01_f02_0284_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0285_01_a,p0386_grea_b01_f02_0285_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0286_01_a,p0386_grea_b01_f02_0286_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0287_01_a,p0386_grea_b01_f02_0287_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0288_01_a,p0386_grea_b01_f02_0288_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0289_01_a,p0386_grea_b01_f02_0289_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0290_01_a,p0386_grea_b01_f02_0290_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0291_01_a,p0386_grea_b01_f02_0291_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0292_01_a,p0386_grea_b01_f02_0292_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0293_01_a,p0386_grea_b01_f02_0293_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0294_01_a,p0386_grea_b01_f02_0294_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0295_01_a,p0386_grea_b01_f02_0295_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0296_01_a,p0386_grea_b01_f02_0296_01_a.tif,,,,,01,02,,,,p0386,,,,,
,,,A,IMAGE,p0386_grea_b01_f02,p0386_grea_b01_f02_0297_01_a,p0386_grea_b01_f02_0297_01_a.tif,,,,,01,02,,,,p0386,,,,,
