Spreadsheet Row Number,work_image,structure,role,work_type,work_accession_number,file_accession_number,filename,label,description,Capture date,Staff Initials,Container number ex. Box Number,folder number,Width (cm.),Height (cm.),Date (Year+Month+Day),project_job_number,Notes about album page or photo,Production Notes,Creator,Source,Copyright Notice
73,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0073_01_a,p0386_grea_b1_f1_0073_01_a.tif,,,,,1,1,,,,p0386,,,,,
73,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0073_01_a,p0386_grea_b1_f1_0073_01_a.tif,,,,,1,1,,,,p0386,,,,,
74,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0074_01_a,p0386_grea_b1_f1_0074_01_a.tif,,,,,1,1,,,,p0386,,,,,
74,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0074_01_a,p0386_grea_b1_f1_0074_01_a.tif,,,,,1,1,,,,p0386,,,,,
75,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0075_01_a,p0386_grea_b1_f1_0075_01_a.tif,,,,,1,1,,,,p0386,,,,,
75,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0075_01_a,p0386_grea_b1_f1_0075_01_a.tif,,,,,1,1,,,,p0386,,,,,
76,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0076_01_a,p0386_grea_b1_f1_0076_01_a.tif,,,,,1,1,,,,p0386,,,,,
76,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0076_01_a,p0386_grea_b1_f1_0076_01_a.tif,,,,,1,1,,,,p0386,,,,,
77,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0077_01_a,p0386_grea_b1_f1_0077_01_a.tif,,,,,1,1,,,,p0386,,,,,
77,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0077_01_a,p0386_grea_b1_f1_0077_01_a.tif,,,,,1,1,,,,p0386,,,,,
78,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0078_01_a,p0386_grea_b1_f1_0078_01_a.tif,,,,,1,1,,,,p0386,,,,,
78,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0078_01_a,p0386_grea_b1_f1_0078_01_a.tif,,,,,1,1,,,,p0386,,,,,
79,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0079_01_a,p0386_grea_b1_f1_0079_01_a.tif,,,,,1,1,,,,p0386,,,,,
79,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0079_01_a,p0386_grea_b1_f1_0079_01_a.tif,,,,,1,1,,,,p0386,,,,,
80,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0080_01_a,p0386_grea_b1_f1_0080_01_a.tif,,,,,1,1,,,,p0386,,,,,
80,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0080_01_a,p0386_grea_b1_f1_0080_01_a.tif,,,,,1,1,,,,p0386,,,,,
81,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0081_01_a,p0386_grea_b1_f1_0081_01_a.tif,,,,,1,1,,,,p0386,,,,,
81,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0081_01_a,p0386_grea_b1_f1_0081_01_a.tif,,,,,1,1,,,,p0386,,,,,
82,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0082_01_a,p0386_grea_b1_f1_0082_01_a.tif,,,,,1,1,,,,p0386,,,,,
82,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0082_01_a,p0386_grea_b1_f1_0082_01_a.tif,,,,,1,1,,,,p0386,,,,,
83,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0083_01_a,p0386_grea_b1_f1_0083_01_a.tif,,,,,1,1,,,,p0386,,,,,
83,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0083_01_a,p0386_grea_b1_f1_0083_01_a.tif,,,,,1,1,,,,p0386,,,,,
84,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0084_01_a,p0386_grea_b1_f1_0084_01_a.tif,,,,,1,1,,,,p0386,,,,,
84,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0084_01_a,p0386_grea_b1_f1_0084_01_a.tif,,,,,1,1,,,,p0386,,,,,
85,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0085_01_a,p0386_grea_b1_f1_0085_01_a.tif,,,,,1,1,,,,p0386,,,,,
85,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0085_01_a,p0386_grea_b1_f1_0085_01_a.tif,,,,,1,1,,,,p0386,,,,,
86,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0086_01_a,p0386_grea_b1_f1_0086_01_a.tif,,,,,1,1,,,,p0386,,,,,
86,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0086_01_a,p0386_grea_b1_f1_0086_01_a.tif,,,,,1,1,,,,p0386,,,,,
87,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0087_01_a,p0386_grea_b1_f1_0087_01_a.tif,,,,,1,1,,,,p0386,,,,,
87,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0087_01_a,p0386_grea_b1_f1_0087_01_a.tif,,,,,1,1,,,,p0386,,,,,
88,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0088_01_a,p0386_grea_b1_f1_0088_01_a.tif,,,,,1,1,,,,p0386,,,,,
88,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0088_01_a,p0386_grea_b1_f1_0088_01_a.tif,,,,,1,1,,,,p0386,,,,,
89,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0089_01_a,p0386_grea_b1_f1_0089_01_a.tif,,,,,1,1,,,,p0386,,,,,
89,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0089_01_a,p0386_grea_b1_f1_0089_01_a.tif,,,,,1,1,,,,p0386,,,,,
90,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0090_01_a,p0386_grea_b1_f1_0090_01_a.tif,,,,,1,1,,,,p0386,,,,,
90,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0090_01_a,p0386_grea_b1_f1_0090_01_a.tif,,,,,1,1,,,,p0386,,,,,
91,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0091_01_a,p0386_grea_b1_f1_0091_01_a.tif,,,,,1,1,,,,p0386,,,,,
91,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0091_01_a,p0386_grea_b1_f1_0091_01_a.tif,,,,,1,1,,,,p0386,,,,,
92,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0092_01_a,p0386_grea_b1_f1_0092_01_a.tif,,,,,1,1,,,,p0386,,,,,
92,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0092_01_a,p0386_grea_b1_f1_0092_01_a.tif,,,,,1,1,,,,p0386,,,,,
93,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0093_01_a,p0386_grea_b1_f1_0093_01_a.tif,,,,,1,1,,,,p0386,,,,,
93,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0093_01_a,p0386_grea_b1_f1_0093_01_a.tif,,,,,1,1,,,,p0386,,,,,
94,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0094_01_a,p0386_grea_b1_f1_0094_01_a.tif,,,,,1,1,,,,p0386,,,,,
94,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0094_01_a,p0386_grea_b1_f1_0094_01_a.tif,,,,,1,1,,,,p0386,,,,,
95,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0095_01_a,p0386_grea_b1_f1_0095_01_a.tif,,,,,1,1,,,,p0386,,,,,
95,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0095_01_a,p0386_grea_b1_f1_0095_01_a.tif,,,,,1,1,,,,p0386,,,,,
96,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0096_01_a,p0386_grea_b1_f1_0096_01_a.tif,,,,,1,1,,,,p0386,,,,,
96,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0096_01_a,p0386_grea_b1_f1_0096_01_a.tif,,,,,1,1,,,,p0386,,,,,
97,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0097_01_a,p0386_grea_b1_f1_0097_01_a.tif,,,,,1,1,,,,p0386,,,,,
97,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0097_01_a,p0386_grea_b1_f1_0097_01_a.tif,,,,,1,1,,,,p0386,,,,,
98,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0098_01_a,p0386_grea_b1_f1_0098_01_a.tif,,,,,1,1,,,,p0386,,,,,
98,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0098_01_a,p0386_grea_b1_f1_0098_01_a.tif,,,,,1,1,,,,p0386,,,,,
99,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0099_01_a,p0386_grea_b1_f1_0099_01_a.tif,,,,,1,1,,,,p0386,,,,,
99,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0099_01_a,p0386_grea_b1_f1_0099_01_a.tif,,,,,1,1,,,,p0386,,,,,
100,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0100_01_a,p0386_grea_b1_f1_0100_01_a.tif,,,,,1,1,,,,p0386,,,,,
100,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0100_01_a,p0386_grea_b1_f1_0100_01_a.tif,,,,,1,1,,,,p0386,,,,,
