Spreadsheet Row Number,work_image,structure,role,work_type,work_accession_number,file_accession_number,filename,label,description,Capture date,Staff Initials,Container number ex. Box Number,folder number,Width (cm.),Height (cm.),Date (Year+Month+Day),project_job_number,Notes about album page or photo,Production Notes,Creator,Source,Copyright Notice
26,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0026_01_a,p0386_grea_b1_f1_0026_01_a.tif,,,,,1,1,,,,p0386,,,,,
27,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0027_01_a,p0386_grea_b1_f1_0027_01_a.tif,,,,,1,1,,,,p0386,,,,,
27,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0027_01_a,p0386_grea_b1_f1_0027_01_a.tif,,,,,1,1,,,,p0386,,,,,
28,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0028_01_a,p0386_grea_b1_f1_0028_01_a.tif,,,,,1,1,,,,p0386,,,,,
28,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0028_01_a,p0386_grea_b1_f1_0028_01_a.tif,,,,,1,1,,,,p0386,,,,,
29,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0029_01_a,p0386_grea_b1_f1_0029_01_a.tif,,,,,1,1,,,,p0386,,,,,
29,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0029_01_a,p0386_grea_b1_f1_0029_01_a.tif,,,,,1,1,,,,p0386,,,,,
30,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0030_01_a,p0386_grea_b1_f1_0030_01_a.tif,,,,,1,1,,,,p0386,,,,,
30,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0030_01_a,p0386_grea_b1_f1_0030_01_a.tif,,,,,1,1,,,,p0386,,,,,
31,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0031_01_a,p0386_grea_b1_f1_0031_01_a.tif,,,,,1,1,,,,p0386,,,,,
31,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0031_01_a,p0386_grea_b1_f1_0031_01_a.tif,,,,,1,1,,,,p0386,,,,,
32,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0032_01_a,p0386_grea_b1_f1_0032_01_a.tif,,,,,1,1,,,,p0386,,,,,
32,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0032_01_a,p0386_grea_b1_f1_0032_01_a.tif,,,,,1,1,,,,p0386,,,,,
33,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0033_01_a,p0386_grea_b1_f1_0033_01_a.tif,,,,,1,1,,,,p0386,,,,,
33,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0033_01_a,p0386_grea_b1_f1_0033_01_a.tif,,,,,1,1,,,,p0386,,,,,
34,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0034_01_a,p0386_grea_b1_f1_0034_01_a.tif,,,,,1,1,,,,p0386,,,,,
34,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0034_01_a,p0386_grea_b1_f1_0034_01_a.tif,,,,,1,1,,,,p0386,,,,,
35,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0035_01_a,p0386_grea_b1_f1_0035_01_a.tif,,,,,1,1,,,,p0386,,,,,
35,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0035_01_a,p0386_grea_b1_f1_0035_01_a.tif,,,,,1,1,,,,p0386,,,,,
36,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0036_01_a,p0386_grea_b1_f1_0036_01_a.tif,,,,,1,1,,,,p0386,,,,,
36,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0036_01_a,p0386_grea_b1_f1_0036_01_a.tif,,,,,1,1,,,,p0386,,,,,
37,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0037_01_a,p0386_grea_b1_f1_0037_01_a.tif,,,,,1,1,,,,p0386,,,,,
37,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0037_01_a,p0386_grea_b1_f1_0037_01_a.tif,,,,,1,1,,,,p0386,,,,,
38,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0038_01_a,p0386_grea_b1_f1_0038_01_a.tif,,,,,1,1,,,,p0386,,,,,
38,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0038_01_a,p0386_grea_b1_f1_0038_01_a.tif,,,,,1,1,,,,p0386,,,,,
39,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0039_01_a,p0386_grea_b1_f1_0039_01_a.tif,,,,,1,1,,,,p0386,,,,,
39,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0039_01_a,p0386_grea_b1_f1_0039_01_a.tif,,,,,1,1,,,,p0386,,,,,
40,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0040_01_a,p0386_grea_b1_f1_0040_01_a.tif,,,,,1,1,,,,p0386,,,,,
40,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0040_01_a,p0386_grea_b1_f1_0040_01_a.tif,,,,,1,1,,,,p0386,,,,,
41,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0041_01_a,p0386_grea_b1_f1_0041_01_a.tif,,,,,1,1,,,,p0386,,,,,
41,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0041_01_a,p0386_grea_b1_f1_0041_01_a.tif,,,,,1,1,,,,p0386,,,,,
42,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0042_01_a,p0386_grea_b1_f1_0042_01_a.tif,,,,,1,1,,,,p0386,,,,,
42,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0042_01_a,p0386_grea_b1_f1_0042_01_a.tif,,,,,1,1,,,,p0386,,,,,
43,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0043_01_a,p0386_grea_b1_f1_0043_01_a.tif,,,,,1,1,,,,p0386,,,,,
43,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0043_01_a,p0386_grea_b1_f1_0043_01_a.tif,,,,,1,1,,,,p0386,,,,,
44,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0044_01_a,p0386_grea_b1_f1_0044_01_a.tif,,,,,1,1,,,,p0386,,,,,
44,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0044_01_a,p0386_grea_b1_f1_0044_01_a.tif,,,,,1,1,,,,p0386,,,,,
45,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0045_01_a,p0386_grea_b1_f1_0045_01_a.tif,,,,,1,1,,,,p0386,,,,,
45,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0045_01_a,p0386_grea_b1_f1_0045_01_a.tif,,,,,1,1,,,,p0386,,,,,
46,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0046_01_a,p0386_grea_b1_f1_0046_01_a.tif,,,,,1,1,,,,p0386,,,,,
46,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0046_01_a,p0386_grea_b1_f1_0046_01_a.tif,,,,,1,1,,,,p0386,,,,,
47,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0047_01_a,p0386_grea_b1_f1_0047_01_a.tif,,,,,1,1,,,,p0386,,,,,
47,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0047_01_a,p0386_grea_b1_f1_0047_01_a.tif,,,,,1,1,,,,p0386,,,,,
48,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0048_01_a,p0386_grea_b1_f1_0048_01_a.tif,,,,,1,1,,,,p0386,,,,,
48,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0048_01_a,p0386_grea_b1_f1_0048_01_a.tif,,,,,1,1,,,,p0386,,,,,
49,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0049_01_a,p0386_grea_b1_f1_0049_01_a.tif,,,,,1,1,,,,p0386,,,,,
49,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0049_01_a,p0386_grea_b1_f1_0049_01_a.tif,,,,,1,1,,,,p0386,,,,,
50,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0050_01_a,p0386_grea_b1_f1_0050_01_a.tif,,,,,1,1,,,,p0386,,,,,
50,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0050_01_a,p0386_grea_b1_f1_0050_01_a.tif,,,,,1,1,,,,p0386,,,,,
51,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0051_01_a,p0386_grea_b1_f1_0051_01_a.tif,,,,,1,1,,,,p0386,,,,,
51,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0051_01_a,p0386_grea_b1_f1_0051_01_a.tif,,,,,1,1,,,,p0386,,,,,
52,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0052_01_a,p0386_grea_b1_f1_0052_01_a.tif,,,,,1,1,,,,p0386,,,,,
52,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0052_01_a,p0386_grea_b1_f1_0052_01_a.tif,,,,,1,1,,,,p0386,,,,,
53,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0053_01_a,p0386_grea_b1_f1_0053_01_a.tif,,,,,1,1,,,,p0386,,,,,
53,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0053_01_a,p0386_grea_b1_f1_0053_01_a.tif,,,,,1,1,,,,p0386,,,,,
54,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0054_01_a,p0386_grea_b1_f1_0054_01_a.tif,,,,,1,1,,,,p0386,,,,,
54,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0054_01_a,p0386_grea_b1_f1_0054_01_a.tif,,,,,1,1,,,,p0386,,,,,
55,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0055_01_a,p0386_grea_b1_f1_0055_01_a.tif,,,,,1,1,,,,p0386,,,,,
55,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0055_01_a,p0386_grea_b1_f1_0055_01_a.tif,,,,,1,1,,,,p0386,,,,,
56,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0056_01_a,p0386_grea_b1_f1_0056_01_a.tif,,,,,1,1,,,,p0386,,,,,
56,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0056_01_a,p0386_grea_b1_f1_0056_01_a.tif,,,,,1,1,,,,p0386,,,,,
57,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0057_01_a,p0386_grea_b1_f1_0057_01_a.tif,,,,,1,1,,,,p0386,,,,,
57,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0057_01_a,p0386_grea_b1_f1_0057_01_a.tif,,,,,1,1,,,,p0386,,,,,
58,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0058_01_a,p0386_grea_b1_f1_0058_01_a.tif,,,,,1,1,,,,p0386,,,,,
58,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0058_01_a,p0386_grea_b1_f1_0058_01_a.tif,,,,,1,1,,,,p0386,,,,,
59,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0059_01_a,p0386_grea_b1_f1_0059_01_a.tif,,,,,1,1,,,,p0386,,,,,
59,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0059_01_a,p0386_grea_b1_f1_0059_01_a.tif,,,,,1,1,,,,p0386,,,,,
60,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0060_01_a,p0386_grea_b1_f1_0060_01_a.tif,,,,,1,1,,,,p0386,,,,,
60,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0060_01_a,p0386_grea_b1_f1_0060_01_a.tif,,,,,1,1,,,,p0386,,,,,
61,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0061_01_a,p0386_grea_b1_f1_0061_01_a.tif,,,,,1,1,,,,p0386,,,,,
61,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0061_01_a,p0386_grea_b1_f1_0061_01_a.tif,,,,,1,1,,,,p0386,,,,,
62,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0062_01_a,p0386_grea_b1_f1_0062_01_a.tif,,,,,1,1,,,,p0386,,,,,
62,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0062_01_a,p0386_grea_b1_f1_0062_01_a.tif,,,,,1,1,,,,p0386,,,,,
63,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0063_01_a,p0386_grea_b1_f1_0063_01_a.tif,,,,,1,1,,,,p0386,,,,,
63,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0063_01_a,p0386_grea_b1_f1_0063_01_a.tif,,,,,1,1,,,,p0386,,,,,
64,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0064_01_a,p0386_grea_b1_f1_0064_01_a.tif,,,,,1,1,,,,p0386,,,,,
64,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0064_01_a,p0386_grea_b1_f1_0064_01_a.tif,,,,,1,1,,,,p0386,,,,,
65,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0065_01_a,p0386_grea_b1_f1_0065_01_a.tif,,,,,1,1,,,,p0386,,,,,
65,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0065_01_a,p0386_grea_b1_f1_0065_01_a.tif,,,,,1,1,,,,p0386,,,,,
66,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0066_01_a,p0386_grea_b1_f1_0066_01_a.tif,,,,,1,1,,,,p0386,,,,,
66,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0066_01_a,p0386_grea_b1_f1_0066_01_a.tif,,,,,1,1,,,,p0386,,,,,
67,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0067_01_a,p0386_grea_b1_f1_0067_01_a.tif,,,,,1,1,,,,p0386,,,,,
67,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0067_01_a,p0386_grea_b1_f1_0067_01_a.tif,,,,,1,1,,,,p0386,,,,,
68,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0068_01_a,p0386_grea_b1_f1_0068_01_a.tif,,,,,1,1,,,,p0386,,,,,
68,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0068_01_a,p0386_grea_b1_f1_0068_01_a.tif,,,,,1,1,,,,p0386,,,,,
69,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0069_01_a,p0386_grea_b1_f1_0069_01_a.tif,,,,,1,1,,,,p0386,,,,,
69,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0069_01_a,p0386_grea_b1_f1_0069_01_a.tif,,,,,1,1,,,,p0386,,,,,
70,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0070_01_a,p0386_grea_b1_f1_0070_01_a.tif,,,,,1,1,,,,p0386,,,,,
70,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0070_01_a,p0386_grea_b1_f1_0070_01_a.tif,,,,,1,1,,,,p0386,,,,,
71,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0071_01_a,p0386_grea_b1_f1_0071_01_a.tif,,,,,1,1,,,,p0386,,,,,
71,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0071_01_a,p0386_grea_b1_f1_0071_01_a.tif,,,,,1,1,,,,p0386,,,,,
72,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0072_01_a,p0386_grea_b1_f1_0072_01_a.tif,,,,,1,1,,,,p0386,,,,,
72,,,A,IMAGE,p0386_grea_b1_f1,p0386_grea_b1_f1_0072_01_a,p0386_grea_b1_f1_0072_01_a.tif,,,,,1,1,,,,p0386,,,,,
